smiles,PySCF_Gap_eV,PySCF_Dipole_Debye,R_global,PySCF_Energy_Eh,PySCF_HOMO_eV,PySCF_LUMO_eV,Calc_Method,pIC50,QED,SA,hERG_Prob,hERG_Risk,R0,R_total,R_ADMET,Gap_Median,Gap_MAD,Gap_RZ,Gap_HardFail,Gap_Penalty,R_gap,Dip_Median,Dip_MAD,Dip_P90,Dip_SoftThr,Dip_HardThr,Dipole_HardFail,Dip_Penalty,R_dip,Physical_HardFail,R_conf,R_phys,R_global2
NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,4.96,3.527,10.932,-1110.3619922463488,-5.878,-0.918,B3LYP/6-31G*,7.592200000000004,0.7198180512365173,1.6156016992376117,0.18,False,8.790548855694503,9.076185728069545,0.928,5.067,0.38700000000000045,-0.18648966360080202,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.932
NC(=O)Cc1ccc(Cc2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,5.306,5.582,10.904,-1149.6725352322997,-6.038,-0.732,B3LYP/6-31G*,7.582700000000009,0.680119200920715,1.7610708889472235,0.1933333333333333,False,8.746652511565642,9.058618224216511,0.923,5.067,0.38700000000000045,0.41655167851020164,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.904
NC(=O)CCc1ccc(CCc2ccc(CC(N)=O)cc2)cc1,5.939,6.338,10.902,-997.2485257929679,-6.188,-0.249,B3LYP/6-31G*,7.547200000000004,0.7801442554165988,1.8429740925004603,0.2333333333333333,False,8.734700237574543,9.088184897419808,0.907,5.067,0.38700000000000045,1.5198036136439161,False,0.00990180682195807,0.9900981931780419,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.34399999971774375,0.6560000002822562,False,1.0,0.6495044150042569,7.080897132376409
NC(=O)CCc1ccc(Cc2ccc(CCC(N)=O)cc2)cc1,5.98,4.09,10.886,-997.2495562630002,-6.007,-0.026,B3LYP/6-31G*,7.5484000000000036,0.7821291998590602,1.773952447233773,0.2666666666666666,False,8.743794874322443,9.099674573467125,0.893,5.067,0.38700000000000045,1.5912622697900185,False,0.04563113489500925,0.9543688651049907,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,0.9543688651049907,10.389259465532929
NC(=O)CCc1ccc(Cc2ccc(Cc3ccc(CC(N)=O)cc3)cc2)cc1,5.738,5.936,10.863,-1228.2948124889622,-5.967,-0.229,B3LYP/6-31G*,7.604300000000006,0.5910238398575833,1.882281841054727,0.2466666666666666,False,8.711583735823325,9.060175729448918,0.901,5.067,0.38700000000000045,1.1694819091227846,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.014153846142232559,0.9858461538577674,False,1.0,0.9858461538577674,10.709246769356927
NC(=O)CCc1ccc(Cc2ccc(CCc3ccc(CC(N)=O)cc3)cc2)cc1,5.867,6.046,10.843,-1267.6064934724259,-6.024,-0.157,B3LYP/6-31G*,7.611500000000006,0.5455922130581462,1.906694736693576,0.2466666666666666,False,8.693626632859722,9.040819555223113,0.901,5.067,0.38700000000000045,1.3943152418751523,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.1044102563245866,0.8955897436754134,False,1.0,0.8955897436754134,9.710879590672508
NC(=O)CCc1ccc(CCc2ccc(Cc3ccc(CC(N)=O)cc3)cc2)cc1,5.831,1.522,10.835,-1267.6086028711566,-5.993,-0.163,B3LYP/6-31G*,7.602200000000005,0.5455922130581462,1.906694736693576,0.2466666666666666,False,8.68432663285972,9.0327132943378,0.901,5.067,0.38700000000000045,1.3315710559907712,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.835
NC(=O)Cc1ccc(CCCCc2ccc(CC(N)=O)cc2)cc1,6.059,5.333,10.825,-1036.5590696496529,-6.208,-0.149,B3LYP/6-31G*,7.578100000000006,0.6934989076985447,1.794579848915122,0.3466666666666667,False,8.745391468957767,9.102765001249317,0.861,5.067,0.38700000000000045,1.7289508999251895,False,0.11447544996259473,0.8855245500374053,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,0.8855245500374053,9.58580325415491
NC(=O)Cc1ccc(-c2ccc(CC(N)=O)cc2CC(N)=O)cc1,5.554,6.228,10.791,-1087.314265272353,-6.242,-0.688,B3LYP/6-31G*,7.568600000000006,0.6824569725376011,2.187976859934075,0.31,False,8.6910308002754,9.03880374914223,0.876,5.067,0.38700000000000045,0.8487894034914993,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.2537435895353897,0.7462564104646103,False,1.0,0.7462564104646103,8.052852925323611
NC(=O)Cc1ccc(-c2ccc(Cc3cc(CC(N)=O)ccn3)cc2)cc1,5.333,2.983,10.782,-1165.709780522137,-6.199,-0.865,B3LYP/6-31G*,7.596700000000006,0.6773624300725871,2.1426688189808782,0.28,False,8.72111433313821,9.006350947314875,0.888,5.067,0.38700000000000045,0.46360981792348827,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.782
NC(=O)Cc1ccc(CCCc2ccc(Cc3ccc(CC(N)=O)cc3)cc2)cc1,5.832,2.629,10.764,-1267.6067108532038,-6.104,-0.272,B3LYP/6-31G*,7.617400000000006,0.5455922130581462,1.8742474596458845,0.36,False,8.70277136056449,9.05243378122695,0.856,5.067,0.38700000000000045,1.3333139500431141,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.764
NC(=O)Cc1ccc(Cc2ccc(Cc3cc(CC(N)=O)ccn3)cc2)cc1,5.45,8.53,10.756,-1205.0211172841923,-6.154,-0.704,B3LYP/6-31G*,7.590600000000004,0.6336951557496701,2.201025813893432,0.2733333333333333,False,8.687344996485496,8.974936728079523,0.891,5.067,0.38700000000000045,0.6675284220477293,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,True,1.0,0.0,True,1.0,0.0,0.0
NC(=O)CCc1ccc(-c2ccc(CC(N)=O)cc2)cc1CC(N)=O,5.357,3.088,10.755,-1126.6336464307212,-6.27,-0.913,B3LYP/6-31G*,7.594800000000004,0.6582124336880412,2.2127937110930294,0.3233333333333333,False,8.70262684573472,9.013181075882816,0.871,5.067,0.38700000000000045,0.505439275179743,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.755
NC(=O)CCc1ccc(-c2ccc(Cc3cc(CC(N)=O)ccn3)cc2)cc1,5.265,7.925,10.748,-1205.0230429363355,-5.866,-0.601,B3LYP/6-31G*,7.626300000000008,0.6349259130142562,2.1490646600472783,0.3333333333333333,False,8.728856490502409,9.014693362877448,0.867,5.067,0.38700000000000045,0.34509302236409944,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,True,1.0,0.0,True,1.0,0.0,0.0
NC(=O)CCc1ccc(CCc2nc(CC(N)=O)cs2)cc1,5.355,5.394,10.716,-1334.0552194651714,-6.227,-0.871,B3LYP/6-31G*,7.555600000000004,0.7689132732947446,2.204593828650776,0.3666666666666666,False,8.718260668608979,9.009748777192788,0.853,5.067,0.38700000000000045,0.5019534870750554,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.716
Cc1nnc(S(=O)(=O)c2ccc(NC(=O)C(C)C)cc2)s1,4.974,4.492,10.716,-1690.61272581111,-6.633,-1.658,B3LYP/6-31G*,7.486400000000003,0.931216453605686,2.281685725695328,0.2866666666666667,False,8.723839654233313,8.94529563346836,0.885,5.067,0.38700000000000045,-0.16208914686798645,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.716
CC(C)(C)Cc1ccc(Cc2cc(CC(N)=O)ccn2)cc1CC(N)=O,5.447,6.39,10.705,-1131.2203664926378,-6.107,-0.66,B3LYP/6-31G*,7.550100000000002,0.7987595459536585,2.615040540384572,0.3366666666666666,False,8.687975718938375,8.974645770067745,0.865,5.067,0.38700000000000045,0.6622997398906973,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.38666666634940156,0.6133333336505984,False,1.0,0.6133333336505984,6.5657333367296555
CCCc1ccc(-c2ccc(CC(N)=O)cc2CC(N)=O)cc1,5.593,6.074,10.705,-997.2520728979225,-6.245,-0.652,B3LYP/6-31G*,7.538300000000006,0.8222211693311551,2.0757121287430635,0.4366666666666666,False,8.723564890907564,9.05478807996015,0.825,5.067,0.38700000000000045,0.9167622715329125,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.12738461528009448,0.8726153847199055,False,1.0,0.8726153847199055,9.341347693426588
NC(=O)Cc1ccc(-c2ccc(Cc3nc(CC(N)=O)cs3)cc2)cc1,5.29,2.659,10.702,-1486.471827511159,-6.218,-0.927,B3LYP/6-31G*,7.599900000000004,0.6725521497213833,2.1736116100457803,0.37,False,8.718814913856118,8.998437300276832,0.852,5.067,0.38700000000000045,0.38866537367269854,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.702
CCc1ccc(Cc2cc(OC(=O)COCC(N)=O)ccn2)cc1,5.141,3.832,10.698,-1108.3391818960608,-6.136,-0.995,B3LYP/6-31G*,7.591600000000004,0.7438916571118338,2.2978115370216923,0.3766666666666666,False,8.733764674853752,8.999720630987943,0.849,5.067,0.38700000000000045,0.12897415987345134,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.698
CCS(=O)(=O)[C@H](C)C(=O)Nc1ccc(Cc2ccon2)cc1,5.194,7.501,10.678,-1390.9079230717164,-5.926,-0.732,B3LYP/6-31G*,7.548900000000006,0.8786609330244343,2.9404791393293177,0.3786844851608602,False,8.694182552579292,8.980752612545041,0.849,5.067,0.38700000000000045,0.22134754464768008,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,True,1.0,0.0,True,1.0,0.0,0.0
COCc1ccc(Cc2ccc(CCC(=O)C(C)(C)OC)cc2)cc1,5.483,2.771,10.663,-1080.829917802636,-6.096,-0.614,B3LYP/6-31G*,7.608800000000009,0.6806229775078732,2.189166840572246,0.46,False,8.730194804696723,9.031306669167185,0.816,5.067,0.38700000000000045,0.7250439257750784,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.663
NC(=O)Cc1ccc(-c2ccc(N3C(=O)CC4(CCCCC4)C3=O)cc2)cc1,5.158,3.084,10.663,-1226.1159730605395,-6.035,-0.877,B3LYP/6-31G*,7.595200000000005,0.8281474529054537,2.7398056155820214,0.4142004085321362,False,8.73529316489453,8.994612695238095,0.834,5.067,0.38700000000000045,0.15860335876329895,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.663
CS(=O)(=O)CCc1csc(-c2ccc(CCC(N)=O)cc2)n1,4.59,4.254,10.659,-1713.931939800122,-6.012,-1.422,B3LYP/6-31G*,7.529800000000002,0.8335041776680112,2.242130671184235,0.3533333333333333,False,8.722339021715584,8.94128975248732,0.859,5.067,0.38700000000000045,-0.8313604629680603,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.659
C#CCc1ccnc(-c2ccnc(-c3ccnc(CC(N)=O)c3)c2)c1,4.736,2.654,10.654,-1065.922850382923,-6.513,-1.776,B3LYP/6-31G*,7.592700000000005,0.7292612154539522,2.7017435438689503,0.3133333333333333,False,8.687156253340087,8.904630933716959,0.875,5.067,0.38700000000000045,-0.5768979313258451,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.654
NC(=O)Cc1ccc(/C=C\C=C/c2cc(CC(N)=O)ccn2)cc1,4.526,2.252,10.64,-1050.1424925727333,-5.976,-1.45,B3LYP/6-31G*,7.564000000000005,0.7613629749457508,2.548563346976444,0.3377035623409669,False,8.689825152775237,8.909692137422052,0.865,5.067,0.38700000000000045,-0.9429056823180726,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.64
CC(=O)C1(NCN2CCN(C(=O)OC(C)C)CC2)CCCCC1,4.86,4.114,10.632,-1056.3898017241304,-5.463,-0.602,B3LYP/6-31G*,7.559300000000012,0.8374177602489752,2.716367176819988,0.3810368956743002,False,8.7063721624425,8.936950392254252,0.848,5.067,0.38700000000000045,-0.3607790688351955,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.632
COc1ccc(Cc2cc(C(=O)Cc3ccc(CC(N)=O)cc3)ccn2)cc1,3.91,4.439,10.615,-1224.853181256985,-5.893,-1.983,B3LYP/6-31G*,7.608800000000007,0.6142556522337003,2.117826006201124,0.3433333333333333,False,8.704145225496745,8.889309197446254,0.863,5.067,0.38700000000000045,-2.01652841856194,False,0.25826420928096994,0.7417357907190301,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,0.7417357907190301,7.8735254184825045
NC(=O)Cc1cc(-c2ccc(C=O)cc2)ccc1-c1ccc(C=O)c(C=O)c1,3.714,6.482,10.605,-1242.311473897888,-6.526,-2.812,B3LYP/6-31G*,7.6151000000000035,0.6433688713223396,2.525310952647084,0.3266666666666666,False,8.684253340396465,8.865911129347417,0.869,5.067,0.38700000000000045,-2.3581356528213524,False,0.4290678264106762,0.5709321735893238,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.4621538457746433,0.5378461542253568,False,1.0,0.3070736738885416,3.256516311587984
COc1cc(C(=O)N(CC(N)=O)c2ccc(F)c(F)c2)ccn1,4.82,5.466,10.604,-1168.991085275614,-6.111,-1.291,B3LYP/6-31G*,7.516600000000008,0.9041125946253368,2.349133179567241,0.48,False,8.733742979355952,8.9876778760308,0.808,5.067,0.38700000000000045,-0.4304948309289532,False,0.0,1.0,4.3465,1.3954999999999997,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.604
